cdf_offer_id,cdf_merchant_id,offer_name,merchant_description,category,curated_image,Tags,city,differentiating_tags,common_tags,differentiating_tags_str,common_tags_str
167821,LL850,Moon Retreat by Sharjah Collection,"Adventurer By The Day, Poet By Night. Serene Skies, Stunning Surroundings, And Silent Service. Far From The Madding Crowd, Moon Retreat Offers Simplicity, Adventure, Discovery, Privacy, And A Hands-On Glamping. Explore Mleiha Fossil Rock And The Desert By The Day And Enjoy A Canopy Of Stars By Night.",travel,https://dpimages.crayondata.com/high-res-image/resized/mysk_moon_merchant.webp,air-conditioner|pool-view|free-internet|family-room|private-attached-pool|retreat|basic-design|refrigerator|non-smoking-room|swimming-pool|kids-and-family|free-toiletries|large-group|couple,Sharjah,"['retreat', 'pool-view', 'private-attached-pool', 'basic-design', 'refrigerator']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",retreat|pool-view|private-attached-pool|basic-design|refrigerator,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
167822,LL1271,Kingfisher Retreat by Sharjah Collection,Kingfisher Retreat By Sharjah Collection offers products under travel category. For more info about the brand visit store directly,travel,https://dpimages.crayondata.com/high-res-image/resized/Mysk_Kingfisher_merchant.webp,landmark|family-room|kids-and-family|beachfront|sea-view|room-service|air-conditioned|designated-smoking-area|breakfast-included|wheelchair-access|sun-terrace|desk|restaurant|double-room|eat-outs|banquet-hall|free-toiletries|currency-exchange|5-star|non-smoking-room|business-center|kids-activities|couple|tv|business-meeting|hair-dryer|front-desk|basic-design|concierge|adjoining-room|large-group|garden|private-attached-pool|bathrobe|free-internet|fishing|spa|swimming-pool|disabled-friendly|mini-bar|business-traveller|house-keeping|free-parking|private-beach|heater|24-by-7-support,Sharjah,"['heater', 'fishing', 'beachfront', 'breakfast-included', 'adjoining-room', 'private-attached-pool', 'wheelchair-access', 'basic-design', 'private-beach', 'kids-activities', 'designated-smoking-area', 'business-traveller']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",heater|fishing|beachfront|breakfast-included|adjoining-room|private-attached-pool|wheelchair-access|basic-design|private-beach|kids-activities|designated-smoking-area|business-traveller,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
167823,LL1269,Al Faya Retreat by Sharjah Collection,Al Faya Retreat By Sharjah Collection offers products under travel category. For more info about the brand visit store directly,travel,https://dpimages.crayondata.com/high-res-image/resized/mysk_al_fayas_merchant.webp,large-beds|family-room|kids-and-family|king-room|room-service|landmark-view|air-conditioned|designated-smoking-area|spacious-rooms|sun-terrace|sauna|double-room|eat-outs|free-toiletries|currency-exchange|spacious-bathrooms|5-star|non-smoking-room|clean-rooms|gaming-area|couple|tv|nature-and-wildlife|hair-dryer|front-desk|basic-design|concierge|luxury-hotel|large-group|bathrobe|free-internet|spa|swimming-pool|house-keeping|multilingual-staff|24-by-7-support,Sharjah,"['landmark-view', 'gaming-area', 'large-beds', 'king-room', 'spacious-bathrooms', 'spacious-rooms', 'clean-rooms', 'nature-and-wildlife', 'basic-design', 'multilingual-staff', 'luxury-hotel', 'designated-smoking-area']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",landmark-view|gaming-area|large-beds|king-room|spacious-bathrooms|spacious-rooms|clean-rooms|nature-and-wildlife|basic-design|multilingual-staff|luxury-hotel|designated-smoking-area,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
167824,LL1268,Al Badayer Retreat by Sharjah Collection,Al Badayer Retreat By Sharjah Collection offers products under travel category. For more info about the brand visit store directly,travel,https://dpimages.crayondata.com/high-res-image/resized/mysk_al _badyayer_merchant.webp,large-beds|family-room|kids-and-family|king-room|room-service|air-conditioned|designated-smoking-area|wheelchair-access|fitness-center|restaurant|double-room|eat-outs|banquet-hall|free-toiletries|soundproof-room|dry-cleaning|5-star|non-smoking-room|clean-rooms|couple|tv|business-meeting|nature-and-wildlife|hair-dryer|front-desk|basic-design|concierge|luxury-hotel|large-group|garden|private-attached-pool|bathrobe|free-internet|swimming-pool|photocopier|mini-bar|business-traveller|house-keeping|free-parking|laundry-service|24-by-7-support,Sharjah,"['large-beds', 'king-room', 'private-attached-pool', 'soundproof-room', 'wheelchair-access', 'clean-rooms', 'nature-and-wildlife', 'basic-design', 'luxury-hotel', 'designated-smoking-area', 'business-traveller', 'air-conditioned']","['airport-transportation', 'shuttle-service', 'swimming-pool', 'room-service', 'tv', 'family-room', 'concierge', 'eat-outs', 'free-internet', 'kids-and-family', 'air-conditioner', 'couple', 'non-smoking-room', 'modern-design', 'large-group', '24-by-7-support', 'suite', 'banquet-hall', 'free-parking', 'currency-exchange', 'laundry-service', 'hotel', 'mini-bar', 'restaurant', 'free-toiletries', 'landmark', 'sun-terrace', 'double-room', 'bathrobe', 'house-keeping', 'bar', 'pool-bar', 'luggage-storage']",large-beds|king-room|private-attached-pool|soundproof-room|wheelchair-access|clean-rooms|nature-and-wildlife|basic-design|luxury-hotel|designated-smoking-area|business-traveller|air-conditioned,airport-transportation|shuttle-service|swimming-pool|room-service|tv|family-room|concierge|eat-outs|free-internet|kids-and-family|air-conditioner|couple|non-smoking-room|modern-design|large-group|24-by-7-support|suite|banquet-hall|free-parking|currency-exchange|laundry-service|hotel|mini-bar|restaurant|free-toiletries|landmark|sun-terrace|double-room|bathrobe|house-keeping|bar|pool-bar|luggage-storage
169959,AD4532,Dubaistore,Dubaistore Is An Online Marketplace Government Initiative By Dubai Economy And Tourism.,retail stores,https://dpimages.crayondata.com/high-res-image/resized/dubaistore_merchant.webp,health-and-beauty|computer-and-electronics|apparel-and-accessories|books|multi-brand|home-and-kitchen|kitchen-appliances|travel-accessories|musical-instrument|tools-and-home-improvement|home-furnishings|regular-retail-store|personal-care|furniture|apparel-and-accessories|pet-and-pet-supplies|online-and-in-store|perfumery|home-appliances|video-games|kids-utilities|basic-service|sports-and-outdoors|pet-supplies|delivery-service|international|books-and-music|home-improvement-supplies,all,"['books', 'travel-accessories', 'pet-and-pet-supplies', 'pet-supplies', 'musical-instrument', 'tools-and-home-improvement', 'books-and-music', 'home-improvement-supplies', 'kids-utilities', 'video-games', 'sports-and-outdoors', 'perfumery']","['online-and-in-store', 'regular-retail-store', 'basic-service']",books|travel-accessories|pet-and-pet-supplies|pet-supplies|musical-instrument|tools-and-home-improvement|books-and-music|home-improvement-supplies|kids-utilities|video-games|sports-and-outdoors|perfumery,online-and-in-store|regular-retail-store|basic-service
173285,LL920,Al Qurm Restaurant - Kingfisher Retreat by Sharjah Collection,Al Qurm Serves Up A Healthy Organic Gastronomic Experience. The Open-Space Social Dining Facility Boasts A Fresh Menu That Features Both Local And International Cuisines. Guests Can Choose From A Buffet Or Enjoy A Set Menu.,dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Qurm_merchant.webp,arabian-cuisine|premium|live-cooking|booking-and-reservations|dine-in|buffet|casual-dining|breakfast|restaurant|couple-friendly|accepts-cards|classical-design|large-group-friendly|wifi|middle-eastern-cuisine,Sharjah,"['live-cooking', 'classical-design', 'premium', 'buffet', 'middle-eastern-cuisine', 'arabian-cuisine', 'booking-and-reservations', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",live-cooking|classical-design|premium|buffet|middle-eastern-cuisine|arabian-cuisine|booking-and-reservations|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
178460,LL980,Fooqa Perfumes,For more info visit store directly,retail stores,https://dpimages.crayondata.com/high-res-image/resized/offer/Fooqa_perfumes_Offer.webp,specialty-store|in-store|health-and-beauty|perfumery,Abu Dhabi,"['in-store', 'specialty-store', 'perfumery', 'health-and-beauty']","['online-and-in-store', 'regular-retail-store', 'basic-service']",in-store|specialty-store|perfumery|health-and-beauty,online-and-in-store|regular-retail-store|basic-service
178461,LL983,Le Damas,"The Original Arabic Sweets Are Symbolized In One Word, Le Damas Sweets, As It Is Known For Its High Quality And Distinctive Taste, Which Reflects The Long Experience In The Sweets Industry",dining,https://dpimages.crayondata.com/high-res-image/resized/le_dammas_merchant.webp,regular-retail-store|confectionery|basic-service|online|food-beverages-and-groceries|dry-fruits-and-nuts|delivery-service|chocolates,Dubai,"['dry-fruits-and-nuts', 'confectionery', 'regular-retail-store', 'food-beverages-and-groceries', 'delivery-service', 'chocolates', 'basic-service', 'online']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",dry-fruits-and-nuts|confectionery|regular-retail-store|food-beverages-and-groceries|delivery-service|chocolates|basic-service|online,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
179491,AD4664,Metrobrazil,"Metro Brazil, The Foremost E-Commerce Platform For Luxury Brazilian Shapewear In The Middle East, Has Redefined The Way People Approach Body Shaping And Confidence-Boosting Solutions Throughout The Region. Our Mission Is To Empower Individuals To Embrace Their Best Selves, And We Do This By Offering An Extensive Selection Of Top-Tier Shapewear Products Tailored To Diverse Needs. With An Unwavering Commitment To Style, Comfort, And Functionality, Metro Brazil Has Earned A Stellar Reputation For Delivering Innovative Solutions That Enhance The Natural Beauty Of Our Customers.",retail stores,https://dpimages.crayondata.com/high-res-image/resized/metro_brazil_merchant.webp,occasional-clothing|regular-retail-store|casual-wear|active-and-sports-wear|online-and-in-store|dresses|clothing-store|men-women-children-clothing|formal-wear|basic-service|daily-clothing,all,"['men-women-children-clothing', 'active-and-sports-wear', 'formal-wear', 'dresses', 'occasional-clothing', 'casual-wear', 'daily-clothing', 'clothing-store']","['online-and-in-store', 'regular-retail-store', 'basic-service']",men-women-children-clothing|active-and-sports-wear|formal-wear|dresses|occasional-clothing|casual-wear|daily-clothing|clothing-store,online-and-in-store|regular-retail-store|basic-service
179495,AC22,Bloomingdales,"Bloomingdale's is a luxury omnichannel retailer like no other.Since the first store opened outside of the United States in The Dubai Mall in 2010 , followed by the 360 Mall store in Kuwait in 2017 , we've been committed to providing a seamless shopping experience from start to finish.Showcasing the most coveted womenswear, menswear, kidswear, beauty and home collections to the style-savvy and trend-driven, our iconic brand offering and exceptional service is unrivalled.Add to that an expert personal shopping team, extensive beauty treatment menu and complimentary in-store service range and you've got the exclusive experience that Bloomingdale's is renowned for today.As Bloomingdales.e was born in 2020, so too was 2-hour click and collect in Dubai and same-day delivery within the UAE, as well as express shipping to Kuwait.Whether connecting with us in-store, online or on the app, we keep fashion fun and shopping simple with sustainable packaging, easy returns and exceptional customer care available 7 days a week.Bloomingdale's is an Amber participating store and part of  Al Tayer Insignia in Dubai.",apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/bloomingdale_merchant.webp,bags-and-wallets|wallets|swim-and-beach-wear|bracelets|sunglasses|formal-wear|daily-clothing|formal-shoes|fine-jewellery|loafers|gold|party-wear|satchels-and-shoulder-bags|pants|casual-bags|silk|luxury-watches|men-women-children-shoes|footwear-store|men-women-children-clothing|sandals|business-apparel|dresses|necklaces|casual-wear|occasional-clothing|fashion-watches|petite-size|western-clothing|online-and-in-store|hair-accessories|outerwear|charms|coats|leather|modern|ties|pearl|specialty-wear|jewellery-and-watch-store|winter-wear|others|totes|scarfs-and-shawls|cashmere|sneakers|bangles|suits|pumps|leather-shoes|t-shirts|inner-wear-and-lingerie|jeans|shirts|flats|prints|boots|belts|rings|canvas-shoes|flipflops|jackets-and-blazers|canvas|large-product-range|loungewear|regular-retail-store|casual-shoes|international|clothing-store|hand-made-materials|active-and-sports-wear|heels|diamonds|accessories-store|designer-labels|fashion-jewellery|clutches|cardigans|sweaters|plus-size|formal-bags|maternity-wear|basic-service|backpacks,all,"['silk', 'luxury-watches', 'fashion-watches', 'petite-size', 'charms', 'ties', 'cashmere', 'leather-shoes', 'canvas-shoes', 'canvas', 'hand-made-materials', 'designer-labels']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",silk|luxury-watches|fashion-watches|petite-size|charms|ties|cashmere|leather-shoes|canvas-shoes|canvas|hand-made-materials|designer-labels,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
207353,HDFC10052,The Body Shop,The Body Shop offers products under retail stores category. For more info about the brand visit https://www.thebodyshop.ae/,retail stores,https://dpimages.crayondata.com/high-res-image/resized/bodyshop_offer.webp,basic-service|specialty-store|health-and-beauty|cosmetics-and-skincare|vegan-products|regional|online-and-in-store|single-brand|perfumery|delivery-service,all,"['vegan-products', 'specialty-store', 'regional', 'single-brand', 'cosmetics-and-skincare', 'perfumery', 'health-and-beauty', 'delivery-service']","['online-and-in-store', 'regular-retail-store', 'basic-service']",vegan-products|specialty-store|regional|single-brand|cosmetics-and-skincare|perfumery|health-and-beauty|delivery-service,online-and-in-store|regular-retail-store|basic-service
179590,BE6693,Dr.Nutrition,"Dr. Nutrition Is The Largest Brand In The Middle East Specialized In Diet Plans, Natural Products, And Sports Nutrition Supplements With More Than 200 Branches In The Largest Malls In The Middle East Such As Dubai Mall.",retail stores,https://dpimages.crayondata.com/high-res-image/resized/dnp_merchant.webp,multi-brand|health-and-beauty|nutritional-supplements|personal-care|regular-retail-store|average-pricing|local|basic-service|online-and-in-store,all,"['nutritional-supplements', 'local', 'average-pricing', 'multi-brand', 'personal-care', 'health-and-beauty']","['online-and-in-store', 'regular-retail-store', 'basic-service']",nutritional-supplements|local|average-pricing|multi-brand|personal-care|health-and-beauty,online-and-in-store|regular-retail-store|basic-service
1347,AC143,Tommy Hilfiger,"TOMMY HILFIGER is one of the worlds leading designer lifestyle brands and is internationally recognized for celebrating the essence of classic American cool style, featuring preppy with a twist designs.",apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/offer/1347_webp_Tommy_Hilfiger.webp,casual-wear|jeans|active-and-sports-wear|shirts|daily-clothing|bags-and-wallets|sleep-wear|t-shirts|flipflops|sandals|flats|basic-service|accessories-store|winter-wear|online-and-in-store|thermal-wear|swim-and-beach-wear|formal-shoes|coats|casual-shoes|jackets-and-blazers|clothing-store|western-clothing|modern|men-women-children-clothing|international|inner-wear-and-lingerie|large-product-range|belts|men-women-children-shoes|footwear-store|scarfs-and-shawls,all,"['thermal-wear', 'formal-shoes', 'scarfs-and-shawls', 'sleep-wear', 'coats', 'belts', 'flats', 'swim-and-beach-wear', 'international', 'shirts', 'bags-and-wallets', 'flipflops']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",thermal-wear|formal-shoes|scarfs-and-shawls|sleep-wear|coats|belts|flats|swim-and-beach-wear|international|shirts|bags-and-wallets|flipflops,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
184677,AD38,Italo Jewelry,"We All Aspire To Give The Finest Things To Our Loved Ones. The Best Ring Should Be Uniquely Designed And Of High Quality, Which Always Means A High Price. Love Is Priceless; Is It Then Necessary To Spend A Fortune On A Ring? Is There Any Affordable Choice To Express Love? That'S Why We Created Italo Jewelry---High Quality, Unique Design, Affordable Price.",apparel and accessories,https://dpimages.crayondata.com/high-res-image/resized/italo_merchant.webp,jewellery-store|fashion-jewellery|bracelets|modern|rings|online|bridal-accessories|accessories-store|necklaces|customization|personal-service,all,"['bridal-accessories', 'personal-service', 'fashion-jewellery', 'customization', 'jewellery-store', 'online', 'rings', 'bracelets', 'necklaces', 'modern']","['accessories-store', 'footwear-store', 'casual-shoes', 'sandals', 'large-product-range', 'regular-retail-store', 'basic-service', 'online-and-in-store', 'daily-clothing', 'clothing-store', 'casual-wear', 'outerwear', 'jeans', 't-shirts', 'active-and-sports-wear', 'jackets-and-blazers']",bridal-accessories|personal-service|fashion-jewellery|customization|jewellery-store|online|rings|bracelets|necklaces|modern,accessories-store|footwear-store|casual-shoes|sandals|large-product-range|regular-retail-store|basic-service|online-and-in-store|daily-clothing|clothing-store|casual-wear|outerwear|jeans|t-shirts|active-and-sports-wear|jackets-and-blazers
207354,AC97,Noon,Noon offers products under retail stores category. For more info about the brand visit https://www.noon.com/uae-en/,retail stores,https://dpimages.crayondata.com/high-res-image/resized/noon_merchant.webp,health-and-beauty|computer-and-electronics|toys|apparel-and-accessories|cosmetics-and-skincare|mobile-phones|home-and-kitchen|kitchen-appliances|bicycle-and-accessories|home-furnishings|regular-retail-store|kitchen-accessories|personal-care|furniture|apparel-and-accessories|computer-and-accessories|perfumery|online|home-appliances|video-games|sporting-equipment|home-audio-and-accessories|sports-and-outdoors|toys-and-games|cameras-and-accessories,all,"['bicycle-and-accessories', 'sporting-equipment', 'home-audio-and-accessories', 'toys', 'video-games', 'sports-and-outdoors', 'toys-and-games', 'cosmetics-and-skincare', 'cameras-and-accessories', 'perfumery', 'mobile-phones', 'kitchen-appliances']","['online-and-in-store', 'regular-retail-store', 'basic-service']",bicycle-and-accessories|sporting-equipment|home-audio-and-accessories|toys|video-games|sports-and-outdoors|toys-and-games|cosmetics-and-skincare|cameras-and-accessories|perfumery|mobile-phones|kitchen-appliances,online-and-in-store|regular-retail-store|basic-service
211479,LL1120,M1 Cafe Lounge,M1 Cafe Lounge offers products under dining category. For more info about the brand visit store directly,dining,https://dpimages.crayondata.com/high-res-image/resized/m1_merchant.webp,restaurant|large-group-friendly|lunch-and-dinner|basic-design|contemporary|couple-friendly|asian-cuisine|japanese-cuisine|italian-cuisine|dine-in|casual-dining|breakfast,Abu Dhabi,"['contemporary', 'japanese-cuisine', 'asian-cuisine', 'italian-cuisine', 'lunch-and-dinner', 'basic-design', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",contemporary|japanese-cuisine|asian-cuisine|italian-cuisine|lunch-and-dinner|basic-design|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
213462,LL1128,Masmat Almoez,"Masmat Almoez Restaurant Is A Restaurant Located In Uae, Serving A Selection Of Arabic, Grills, Egyptian That Delivers Across Al Nahda 1.",dining,https://dpimages.crayondata.com/high-res-image/resized/masmat_merchant.webp,outdoor-seating|large-group-friendly|restaurant|dine-in|couple-friendly|delivery-services|casual-dining|basic-design|take-away|egyptian-cuisine,Dubai,"['egyptian-cuisine', 'outdoor-seating', 'basic-design', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",egyptian-cuisine|outdoor-seating|basic-design|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
213464,LL1127,Lamarz Restaurant & Cafe,"Serving Urban & Traditional Foods, Speciality Coffee & Hot / Cold Drinks, Desserts.",dining,https://dpimages.crayondata.com/high-res-image/resized/lamarz_merchant.webp,large-group-friendly|late-night-dining|dine-in|couple-friendly|delivery-services|drive-thru|arabian-cuisine|basic-design|take-away|breakfast|lunch-and-dinner|parking-available|restaurant|asian-cuisine|private-dining|booking-and-reservations|tv|accepts-cards|wheelchair-access|american-cuisine|italian-cuisine|casual-dining|wifi,Abu Dhabi,"['late-night-dining', 'drive-thru', 'american-cuisine', 'asian-cuisine', 'tv', 'parking-available', 'private-dining', 'italian-cuisine', 'wheelchair-access', 'lunch-and-dinner', 'arabian-cuisine', 'basic-design']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",late-night-dining|drive-thru|american-cuisine|asian-cuisine|tv|parking-available|private-dining|italian-cuisine|wheelchair-access|lunch-and-dinner|arabian-cuisine|basic-design,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
213465,LL1124,Caracas Pastry,"Everything Started In 2014 When I Got Obsessed With Making Sourdough For Friends & Family. Established The First Bakery In Doral In 2019 And Opened Our Second Location In Mimo With An Extensive Menu. We Specialize In Making Bread— Good Bread, And Viennoiserie Treats.",dining,https://dpimages.crayondata.com/high-res-image/resized/caracas_merchant.webp,average-pricing|large-group-friendly|middle-eastern-cuisine|dine-in|couple-friendly|pizza|lebanese-cuisine|delivery-services|arabian-cuisine|basic-design|take-away|breakfast|restaurant|accepts-cards|casual-dining|wifi,Abu Dhabi,"['lebanese-cuisine', 'pizza', 'middle-eastern-cuisine', 'arabian-cuisine', 'basic-design', 'wifi', 'average-pricing', 'breakfast', 'delivery-services', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",lebanese-cuisine|pizza|middle-eastern-cuisine|arabian-cuisine|basic-design|wifi|average-pricing|breakfast|delivery-services|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222253,LL1140,Al Finjan Lobby Lounge - Le Meridien Abu Dhabi,"This Small Café In The Lobby Of Le Méridien Hotel Is Quite Attractive, With Its Stained Glass Ceiling, Mosaic Tiled Floor And View Of The Outdoors. Offering Wide Selections Of Tea, Coffee, Cakes And Pastries.",dining,https://dpimages.crayondata.com/high-res-image/resized/Al_Finjan_Lobby_Lounge_Le_Meridien_Abu_Dhabi_NewImage.webp,dine-in|accepts-cards|cakes|breakfast|cafe|fine-dining|wifi|classical-design|valet-parking|general|sandwiches,Abu Dhabi,"['cakes', 'fine-dining', 'classical-design', 'sandwiches', 'valet-parking', 'cafe', 'wifi', 'general', 'breakfast']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",cakes|fine-dining|classical-design|sandwiches|valet-parking|cafe|wifi|general|breakfast,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
219491,LL1132,Cafe Cocosome,"Welcome To Cocosome, A Captivating Cafe Experience In Dubai Where The Irresistible Blend Of Cocoa And Awesomeness Comes To Life. With Meticulous Attention To Detail, Cocosome Offers A Menu Of Delectable Cakes, Pastries, Chocolates, And Desserts, Each Crafted As A Masterpiece Using The Finest Ingredients And Innovative Techniques. But It Doesn'T Stop At Cocoa; Cocosome Provides A Diverse Culinary Experience With A Wide Range Of Breakfast Options, Including Scrumptious French Toast And Savory Omelettes, As Well As Wholesome And Flavorful Dishes Like Gourmet Sandwiches And Comforting Pasta Creations. The Inviting And Warm Atmosphere At Cocosome Allows You To Relax, Connect, And Savor The Flavors Of Their Culinary Creations. Whether You'Re Seeking A Quick Treat.",dining,https://dpimages.crayondata.com/high-res-image/resized/Cafe_Cocosome_merchant.webp,serves-alcohol-full-bar|dine-in|accepts-cards|take-away|casual-dining|cafe|general,Dubai,"['serves-alcohol-full-bar', 'cafe', 'general']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",serves-alcohol-full-bar|cafe|general,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222256,LL1142,Flavours - Radisson Blu Hotel & Resort Al Ain,Flavours - Radisson Blu Hotel & Resort Al Ain,dining,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Radisson_Blu_Al_Ain_Merchant.webp,accepts-cards|breakfast|industrial-design|wifi|buffet|large-group-friendly|serves-alcohol-full-bar|dine-in|private-dining|casual-dining|outdoor-seating|restaurant|international-cuisine,Al Ain,"['industrial-design', 'private-dining', 'international-cuisine', 'serves-alcohol-full-bar', 'buffet', 'outdoor-seating', 'wifi', 'breakfast', 'large-group-friendly']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",industrial-design|private-dining|international-cuisine|serves-alcohol-full-bar|buffet|outdoor-seating|wifi|breakfast|large-group-friendly,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
222263,LL1143,Flavours - Sheraton Hotel & Resort Abu Dhabi,Flavours - Sheraton Hotel & Resort Abu Dhabi,dining,https://dpimages.crayondata.com/high-res-image/resized/Flavours_Sheraton_Abu_Dhabi_Merchant.webp,arabian-cuisine|lunch-and-dinner|parking-available|breakfast|brunch|wifi|booking-and-reservations|validated-parking|german-cuisine|serves-alcohol-full-bar|dine-in|casual-dining|vegetarian-friendly|wheelchair-access|classical-design|restaurant|gluten-free|valet-parking|international-cuisine|live-music|sushi,Abu Dhabi,"['german-cuisine', 'sushi', 'validated-parking', 'classical-design', 'live-music', 'brunch', 'gluten-free', 'vegetarian-friendly', 'parking-available', 'wheelchair-access', 'lunch-and-dinner', 'international-cuisine']","['accepts-cards', 'couple-friendly', 'dine-in', 'restaurant', 'casual-dining', 'take-away']",german-cuisine|sushi|validated-parking|classical-design|live-music|brunch|gluten-free|vegetarian-friendly|parking-available|wheelchair-access|lunch-and-dinner|international-cuisine,accepts-cards|couple-friendly|dine-in|restaurant|casual-dining|take-away
